1,Wow.,Post Malone,2732242,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
2,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,2730428,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW
3,Camelot,NLE Choppa,2702132,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
4,All Girls Are The Same,Juice WRLD,2660343,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
5,when the party's over,Billie Eilish,2552000,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
6,3am,Halsey,2544946,https://open.spotify.com/track/1OfLNb6dQ9dra1B58iT9Ex
7,Baby (Lil Baby feat. DaBaby),Quality Control,2535418,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J
8,Murder On My Mind,YNW Melly,2489481,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
9,RITMO (Bad Boys For Life),The Black Eyed Peas,2454963,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
10,Pop Out (feat. Lil Tjay),Polo G,2429777,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
11,SLOW DANCING IN THE DARK,Joji,2427005,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
12,lovely (with Khalid),Billie Eilish,2420649,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
13,Money Talk,Rich The Kid,2405683,https://open.spotify.com/track/2YwC2IM0ykBxtMBH9aMe5m
14,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,2394389,https://open.spotify.com/track/6ztvsy3C6hPjVg9j4x1XKJ
15,Legends,Juice WRLD,2376176,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
16,Before You Go,Lewis Capaldi,2374705,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
17,Vete,Bad Bunny,2373311,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
18,Maniac,Conan Gray,2372922,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
19,Drip Too Hard (Lil Baby & Gunna),Lil Baby,2372013,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
20,Hate Me (with Juice WRLD),Ellie Goulding,2368693,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
21,Falling,Harry Styles,2318053,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
22,The London (feat. J. Cole & Travis Scott),Young Thug,2310703,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
23,Going Bad (feat. Drake),Meek Mill,2299683,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
24,F.N,Lil Tjay,2275959,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu
25,SICKO MODE,Travis Scott,2241603,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
26,SAD!,XXXTENTACION,2235717,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
27,Jocelyn Flores,XXXTENTACION,2228037,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
28,How I Move (feat. Lil Baby),Flipp Dinero,2209553,https://open.spotify.com/track/14X1WxiHXdVRJ99cMCBzOE
29,Break My Stride,Matthew Wilder,2202532,https://open.spotify.com/track/1mCsF9Tw4AkIZOjvZbZZdT
30,Ashley,Halsey,2201515,https://open.spotify.com/track/55ZcA6PazdlXjE1jO5GrzJ
31,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,2190633,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
32,6 Kiss,Trippie Redd,2178398,https://open.spotify.com/track/7tgjDlQsMR8RvkdlNCJA58
33,Sunday Best,Surfaces,2172204,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
34,Had Enough (feat. Quavo & Offset),Don Toliver,2166027,https://open.spotify.com/track/2jrAaawDRCn1JjeouxAyDN
35,Lalala,Y2K,2164668,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
36,U Played (feat. Lil Baby),Moneybagg Yo,2161690,https://open.spotify.com/track/7qeWNGBqqagdwf4KnjRzGZ
37,EARFQUAKE,"Tyler, The Creator",2139004,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
38,Lights Up,Harry Styles,2133062,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
39,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2122190,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
40,VALENTINO,24kGoldn,2083761,https://open.spotify.com/track/6piAUJJQFD8oHDUr0b7l7q
41,Into the Unknown,Idina Menzel,2065806,https://open.spotify.com/track/3Z0oQ8r78OUaHvGPiDBR3W
42,Juicy (feat. Tyga),Doja Cat,2064241,https://open.spotify.com/track/7f5trao56t7sB7f14QDTmp
43,Enemies (feat. DaBaby),Post Malone,2060207,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF
44,rockstar (feat. 21 Savage),Post Malone,2058997,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
45,Panini,Lil Nas X,2044933,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
46,7 rings,Ariana Grande,2038368,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
47,Heartless (feat. Morgan Wallen),Diplo,2032839,https://open.spotify.com/track/0rFQ5cKYJ9WtHSKp9sxVYt
48,I Fall Apart,Post Malone,2029565,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
49,Hot (feat. Gunna),Young Thug,2029128,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9
50,Faygo,The 7 Dimensions,2018669,https://open.spotify.com/track/0NPpHHVwyiq5PgWFK4YyI9
